PHRASE,TRADITIONAL,PRIORITY,PINYIN,DEFINITION
"腱",6599,0,jian4,tendon
"腱鞘炎",55502,0,"jian4 qiao4 yan2","ténosynovite"
"腳",816,0,jiao3,"pied (porteur); base"
"腳",816,1,jue2,"rôle"
"腳下",16507,0,"jiao3 xia4","sous le pied"
"腳丫子",51865,0,"jiao3 ya1 zi5","Pied (anatomie)"
"腳凳",39031,0,"jiao3 deng4",tabouret
"腳印",29220,0,"jiao3 yin4","semelle; pas"
"腳夫",29221,0,"jiao3 fu1",porteur
"腳尖",35049,0,"jiao3 jian1","pointe des pieds"
"腳底",29222,0,"jiao3 di3","plante des pieds"
"腳後跟",47303,0,"jiao3 hou4 gen1","cheville (anatomie)"
"腳手架",50407,0,"jiao3 shou3 jia4","échafaudage"
"腳指甲",50408,0,"jiao3 zhi3 jia5","ongle de pied"
"腳掌",35050,0,"jiao3 zhang3","Pied (anatomie)"
"腳本",16508,0,"jiao3 ben3",script
"腳本語言",57661,0,"jiao3 ben3 yu3 yan2","script (n.m.); macrocommande (n.f.)"
"腳桿",39032,0,"jiao3 gan3","(dial.) jambe"
"腳步",29223,0,"jiao3 bu4","pas; enjambée; marche; allure; pas"
"腳氣",22684,0,"jiao3 qi4","béribéri"
"腳氣病",50409,0,"jiao3 qi4 bing4","béribéri"
"腳注",29224,0,"jiao3 zhu4","note en bas de page"
"腳趾",39033,0,"jiao3 zhi3",orteil
"腳趾頭",53117,0,"jiao3 zhi3 tou5",orteil
"腳跟",22685,0,"jiao3 gen1",talon
"腳踏",35051,0,"jiao3 ta4","repose-pied; pédale"
"腳踏兩隻船",63337,0,"jiao3 ta4 liang3 zhi1 chuan2","avoir les pieds sur deux bateaux à la fois; être assis entre deux chaises; miser sur les deux tableaux; nager entre deux eaux"
"腳踏實地",59520,0,"jiao3 ta4 shi2 di4","à terre; avoir les pieds sur terre"
"腳踏車",51866,0,"jiao3 ta4 che1",bicyclette
"腳踝",43482,0,"jiao3 huai2","cheville (anatomie)"
"腳蹬",43483,0,"jiao3 deng1","pédale"
"腳錢",22686,0,"jiao3 qian2","paiement à un portier"
"腳鐐",43484,0,"jiao3 liao4","fers aux pieds; entraves"
"腴",6600,0,yu2,"gros; fertile"
"腶",6601,0,duan4,"viande séchée"
"腸套疊",54903,0,"chang2 tao4 die2","Invagination intestinale"
"腸子",29225,0,"chang2 zi5","Intestin grêle"
"腸易激綜合徵",63679,0,"chang2 yi4 ji1 zong1 he2 zheng1","syndrome du côlon irritable"
"腸梗阻",55503,0,"chang2 geng3 zu3","Occlusion intestinale"
"腸炎",41475,0,"chang2 yan2","entérite"
"腸病毒",54011,0,"chang2 bing4 du2","entérovirus"
"腸管",35052,0,"chang2 guan3","intestin; intestin"
"腸胃",42535,0,"chang2 wei4","système digestif"
"腸胃炎",55104,0,"chang2 wei4 yan2","gastro-entérite"
"腸蠕動",55384,0,"chang2 ru2 dong4","péristaltisme"
"腸衣",41476,0,"chang2 yi1","boyau de saucisse"
"腸道",29226,0,"chang2 dao4",intestin
"腹",3067,0,fu4,ventre
"腹切",39034,0,"fu4 qie1",hara-kiri
"腹地",29227,0,"fu4 di4","intérieur du pays"
"腹水",35053,0,"fu4 shui3",ascite
"腹瀉",42536,0,"fu4 xie4","diarrhée"
"腹痛",39035,0,"fu4 tong4","mal au ventre; douleur abdominale"
"腹稿",41477,0,"fu4 gao3","composition concue dans l'esprit"
"腹肌",42537,0,"fu4 ji1","muscle abdominal; abdominaux"
"腹股溝",54904,0,"fu4 gu3 gou1",aine
"腹背受敵",61946,0,"fu4 bei4 shou4 di2","être pris entre deux feux; être attaqué de front et par l'arrière; être pris en tenaille"
"腹腔",42538,0,"fu4 qiang1","cavité abdominale"
"腹腔鏡",55105,0,"fu4 qiang1 jing4",Endoscopie
"腹膜",42539,0,"fu4 mo2","péritoine"
"腹部",35054,0,"fu4 bu4","ventre; abdomen"
"腹鰭",44209,0,"fu4 qi2","nageoire ventrale; nageoire pelvienne"
"腹黑",39036,0,"fu4 hei1","(argot) gentil en apparence, mais diabolique à l'intérieur; à deux visages"
"腺",3068,0,xian4,glande
"腺嘌呤核苷三磷酸",63945,0,"xian4 piao4 ling4 he2 gan1 san1 lin2 suan1","adénosine triphosphate"
"腺病",39037,0,"xian4 bing4","adenosis (maladie glandulaire)"
"腺病毒",54012,0,"xian4 bing4 du2",adenoviridae
"腺癌",42540,0,"xian4 ai2","adénocarcinome"
"腺苷",44210,0,"xian4 gan1","adénosine"
"腺體",35055,0,"xian4 ti3",Glande
"膀",3069,0,pang1,"enflé; enfler"
"膀",3069,1,pang2,vessie
"膀",3069,2,bang4,flirter
"膀子",29228,0,"bang3 zi5","bras; aile"
"膀胱",44211,0,"pang2 guang1",vessie
"膀胱炎",55504,0,"pang2 guang1 yan2",Cystite
"膀胱癌",55523,0,"pang2 guang1 yan2","cancer de la vessie"
"膀臂",42541,0,"bang3 bi4","bras; assistant; bras droit"
"膂",6602,0,lu:3,"colonne vertébrale; épine dorsale"
"膂力",43129,0,"lu:3 li4","force physique; robustesse"
"膃",6603,0,wa4,"graisse (animale)"
"膆",6604,0,su4,"jabot; gésier"
"膈",6605,0,ge2,"diaphragme; incapable d'avaler"
"膈肌",44212,0,"ge2 ji1","diaphragme (anatomie)"
"膊",6606,0,bo2,"bras; épaule"
"膋",6607,0,liao2,"graisse sur les intestins"
"膏",3070,0,gao1,"graisse; onctueux"
"膏立",35056,0,"gao4 li4",oindre
"膏藥",41478,0,"gao1 yao5","emplâtre; onguent"
"膓",6608,0,chang2,intestins
"膕",6609,0,guo2,"arrière du genou; popliteal fossa (médecine)"
"膗",6610,0,chuai2,"laide et gros; trop gros pour se déplacer"
"膙",6611,0,jiang3,insensible
"膚",3071,0,fu1,peau
"膚淺",41479,0,"fu1 qian3","superficiel; peuprofond"
"膚色",35057,0,"fu1 se4","couleur de la peau; teint"
"膛",3072,0,tang2,"poitrine; thorax"
"膜",3073,0,mo2,membrane
"膜炎",41480,0,"mo2 yan2","inflammation de la membrane; membranitis"
"膝",3074,0,xi1,genou
"膝上舞",51867,0,"xi1 shang4 wu3","lap dance"
"膝下",29229,0,"xi1 xia4","au genou (fait référence aux enfants); (salutation utilisé en lettre pour les parents ou les grands-parents)"
"膝蓋",41481,0,"xi1 gai4",genou
"膝蓋骨",54905,0,"xi1 gai4 gu3",rotule
"膝部",35058,0,"xi1 bu4",genou
"膝關節",53118,0,"xi1 guan1 jie2","genou articulé; articulation du genou"
"膟",6612,0,lu:4,"chair sacrificielle"
"膠",3075,0,jiao1,"coller; caoutchouc; colle; collant"
"膠印",39038,0,"jiao1 yin4","Offset (imprimerie)"
"膠原",35059,0,"jiao1 yuan2","Collagène"
"膠原蛋白",61532,0,"jiao1 yuan2 dan4 bai2","collagène"
"膠合",35060,0,"jiao1 he2","coller plusieurs pièces avec de la colle"
"膠合板",51868,0,"jiao1 he2 ban3","Contreplaqué"
"膠囊",42542,0,"jiao1 nang2","gélule"
"膠囊劑",55218,0,"jiao1 nang2 ji4","Gélule"
"膠圈",41482,0,"jiao1 quan1","bouée de natation; joint"
"膠州灣",54013,0,"Jiao1 zhou1 Wan1",Kiautschou
"膠布",39039,0,"jiao1 bu4","sparadrap; adhésif"
"膠帶",35061,0,"jiao1 dai4","ruban adhésif"
"膠捲",41483,0,"jiao1 juan3","film; bobine de film; pellicule"
"膠木",39040,0,"jiao1 mu4","bakélite"
"膠水",35062,0,"jiao1 shui3",colle
"膠片",35063,0,"jiao1 pian4","pelicule; film"
"膠粒",42543,0,"jiao1 li4","colloïde; particules colloïdales"
"膠粘劑",55219,0,"jiao1 nian2 ji4","Adhésif; Colle"
"膠著",35064,0,"jiao1 zhuo2","impasse; pat"
"膠質",39041,0,"jiao1 zhi4","colloïde; matière gélatineuse"
"膠輪",41484,0,"jiao1 lun2","bandage pneumatique; caoutchouc des pneus"
"膠鞋",41485,0,"jiao1 xie2","chaussures en caoutchouc"
"膠體",35065,0,"jiao1 ti3","colloïde"
"膣",6613,0,zhi4,vagin
"膦",6614,0,lin4,Phosphine
"膨",3076,0,peng2,"expansé; gonflé"
"膨潤土",54906,0,"peng2 run4 tu3","bentonite (minéralogie)"
"膨脹",42544,0,"peng2 zhang4","se gonfler; se dilater"
"膩",3077,0,ni4,"gras; graisseux; en avoir assez"
"膩味",39042,0,"ni4 wei5","fatigué de qch; las de"
"膫",6615,0,liao2,"organes génitaux masculins"
"膰",6616,0,fan2,"viande cuite utilisée dans un sacrifice"
"膳宿",39043,0,"shan4 su4","le vivre et le couvert; la nourriture et le logement; pension"
"膳食",41486,0,"shan4 shi2","repas; nourriture"
"膳魔師",53119,0,"Shan4 mo2 shi1",Thermos
"膴",6617,0,hu1,"fertile; riche; abondant"
"膵",6618,0,cui4,"pancréas"
"膺",3078,0,ying1,"poitrine; recevoir"
"膻",6619,0,shan1,rance
"膽",1579,0,dan3,"vésicule biliaire; bile; (avoir les) tripes; culot; courage; audace"
"膽囊",41487,0,"dan3 nang2","vésicule biliaire"
"膽固醇",54907,0,"dan3 gu4 chun2","cholestérol"
"膽大",22687,0,"dan3 da4","audacieux; courageux; hardi"
"膽大包天",58600,0,"dan3 da4 bao1 tian1","inconsidéré; extrêmement audacieux"
"膽大妄為",60338,0,"dan3 da4 wang4 wei2","audacieux; présomptueux; téméraire"
"膽子",22688,0,"dan3 zi5",culot
"膽寒",39044,0,"dan3 han2","craindre; être terrifié"
"膽小",22689,0,"dan3 xiao3","timide; lâche; poltron"
"膽小鬼",50410,0,"dan3 xiao3 gui3","lâche"
"膽怯",41488,0,"dan3 qie4","peureux; craintif; timorée; poltron; agir comme un poltron; caponner"
"膽敢",35066,0,"dan3 gan3","oser; avoir le courage de"
"膽氣",29230,0,"dan3 qi4","courageux; audacieux"
"膽汁",41489,0,"dan3 zhi1",bile
"膽略",39045,0,"dan3 lu:e4","courage et débrouillardise"
"膽石",35067,0,"dan3 shi2","calcul biliaire"
"膽石症",54580,0,"dan3 shi2 zheng4","calcul biliaire"
"膽管",29231,0,"dan3 guan3","voies biliaires"
"膽紅素",53120,0,"dan3 hong2 su4",bilirubine
"膽結石",51869,0,"dan3 jie2 shi2","concrétions biliaires"
"膽識",29232,0,"dan3 shi2","courage et la perspicacité"
"膽道",22690,0,"dan3 dao4","voie biliaire"
"膽量",29233,0,"dan3 liang4","courage; audace"
"膽鹼",41490,0,"dan3 jian3",choline
"膾",6620,0,kuai4,hachis
"膾炙人口",62513,0,"kuai4 zhi4 ren2 kou3","(expr. idiom.) être l'objet de l'admiration générale"
"膿",6621,0,nong2,pus
"膿包",43485,0,"nong2 bao1","furoncle; bon à rien"
"膿毒症",55437,0,"nong2 du2 zheng4","état septique"
"膿痂疹",55579,0,"nong2 jia1 zhen3","impétigo"
"膿瘡",44213,0,"nong2 chuang1","Abcès"
"膿腫",44214,0,"nong2 zhong3","abcès"
"臀推",39046,0,"tun2 tui1","massage utilisant ses fesses"
"臀部",35068,0,"tun2 bu4","fesse; derrière (n.); postérieur (n.)"
"臀鰭",44215,0,"tun2 qi2","nageoire anale"
"臂",3079,0,bi4,bras
"臂彎",41491,0,"bi4 wan1","pli du coude"
"臂章",29234,0,"bi4 zhang1",brassard
"臂膀",42545,0,"bi4 bang3",bras
"臃腫",44216,0,"yong1 zhong3","obèse; encombrant"
"臆",3080,0,yi4,"poitrine; sentiment"
"臆想",29235,0,"yi4 xiang3","imaginer; supposer"
"臆斷",39047,0,"yi4 duan4","juger arhbitrairement; juger en se fiant à ses impressions"
"臆測",39048,0,"yi4 ce4","soupçon; conjecturer"
"臆造",35069,0,"yi4 zao4","inventer; forger"
"臇",6622,0,juan3,"gras; riche; ragout de poisson"
"臈",6623,0,la4,"viande séchée"
"臉",817,0,lian3,"visage; face; réputation"
"臉上",16509,0,"lian3 shang4","sur le visage"
"臉孔",35070,0,"lian3 kong3",Visage
"臉巴子",48816,0,"lian3 ba1 zi5","joue (arch.)"
"臉皮",29236,0,"lian3 pi2","sens de honte"
"臉皮厚",53121,0,"lian3 pi2 hou4","effronté"
"臉盆",39049,0,"lian3 pen2",cuvette
"臉盲症",54908,0,"lian3 mang2 zheng4","prosopagnosie; face à la cécité"
"臉紅",29237,0,"lian3 hong2",rougir
"臉膛",39050,0,"lian3 tang2","contour facial; forme du visage"
"臉色",22691,0,"lian3 se4","mine (visage); teint"
"臉蛋",35071,0,"lian3 dan4","joue; visage"
"臉蛋兒",51870,0,"lian3 dan4 r","joue; visage (souvent des enfants)"
"臉譜",35072,0,"lian3 pu3","figure peinte; maquillage"
"臉部",22692,0,"lian3 bu4",Visage
"臉面",22693,0,"lian3 mian4",visage
"臉頰",39051,0,"lian3 jia2",joue
"臉龐",39052,0,"lian3 pang2",visage
"臊",6624,0,sao1,"odeur de l'urine"
"臊",6624,1,sao4,"odeur forte et désagréable d'animal; odeur d'urine; rance; fétide; honteux; confus; timide"
"臊子",42865,0,"sao4 zi5","(dial.) viande hachée ou coupée en dés (comme partie d'un plat)"
"臋",6625,0,tun2,fesse
"臌",6626,0,gu3,"(médecine) ventre gonflé"
"臍",6627,0,qi2,nombril
"臍帶",43130,0,"qi2 dai4","cordon ombilical"
"臍橙",44217,0,"qi2 cheng2","orange navel"
"臏",6628,0,bin4,rotulien
"臕",6629,0,biao1,"graisse (d'un animal)"
"臕",6629,1,biao1,"Gras; gros, lisse"
"臖",6630,0,xing4,"gonfler; le gonflement"
"臘",3081,0,la4,"sacrifice d'hiver"
"臘月",35073,0,"La4 yue4","le douzième mois lunaire"
"臘梅",39053,0,"la4 mei2","Chimonanthus; piment du Japon; Chimonanthus"
"臘肉",39054,0,"la4 rou4",bacon
"臘腸",42546,0,"la4 chang2","lap cheong"
"臘腸犬",55220,0,"la4 chang2 quan3",Teckel
"臙",6631,0,yan1,"gosier; rouge; fard"
"臚",6632,0,lu2,"exposer; étaler; disposer; arranger"
"臛",6633,0,huo4,"bouillon de viande"
"臝",6634,0,luo3,"nu; nue"
"臟",3082,0,zang4,"viscères; entrailles"
"臟腑",44218,0,"zang4 fu3","organes internes"
"臟躁",42547,0,"zang4 zao4","hystérie"
"臠",6635,0,luan2,"mince; viande coupée"
"臢",6636,0,zang1,"sale; dégoutant"
"臣",3083,0,chen2,"sujets; ministre"
"臣下",29238,0,"chen2 xia4","officiel dans les cours féodales; sujet"
"臣僚",42548,0,"chen2 liao2","officiel du tribunal (arch.)"
"臣子",29239,0,"chen2 zi3","officiel dans les cours féodales; sujet"
"臣服",35074,0,"chen2 fu2","faire allégeance à; servir"
"臥",1580,0,wo4,"se coucher; coucher; s'étendre"
"臥倒",35075,0,"wo4 dao3","s'allonger; tomber au sol"
"臥室",29240,0,"wo4 shi4","chambre à coucher"
"臥床",39055,0,"wo4 chuang2","s'allonger au lit; alité; lit"
"臥底",35076,0,"wo4 di3","se cacher (comme un agent secret); un initié (dans un gang); taupe (infiltré)"
"臥式",29241,0,"wo4 shi4","couché; horizontal"
"臥房",35077,0,"wo4 fang2","chambre à coucher"
"臥榻",43893,0,"wo4 ta4","canapé; lit étroit"
"臥病",35078,0,"wo4 bing4","alité"
"臥虎藏龍",61533,0,"wo4 hu3 cang2 long2","Tigre et Dragon"
"臥車",29242,0,"wo4 che1",voiture-lits
"臥軌",39056,0,"wo4 gui3","s'étendre sur la voie de chemin de fer (pour se suicider ou pour empêcher le train de passer)"
"臥鋪",41492,0,"wo4 pu4",couchette
"臧",6637,0,zang1,bon
"臧剋家",55299,0,"Zang1 Ke4 jia1","Zang Kejia"
"臨",1581,0,lin2,"approcher de; être près de; être sur le point de; donner sur; se présenter"
"臨別",29243,0,"lin2 bie2","au moment de prendre congé; avant le départ; sur le point de se séparer"
"臨到",22694,0,"lin2 dao4","approcher; arriver"
"臨危",39057,0,"lin2 wei1","en danger; en face du danger"
"臨場",29244,0,"lin2 chang3","passer un examen; prendre part à une course; aller personnellement à l'endroit"
"臨場感",50411,0,"lin2 chang3 gan3","téléprésence"
"臨夏州",54581,0,"Lin2 xia4 zhou1","Préfecture autonome hui de Linxia"
"臨床",39058,0,"lin2 chuang2",clinique
"臨床試驗",61004,0,"lin2 chuang2 shi4 yan4","essai clinique"
"臨戰",29245,0,"lin2 zhan4","juste avant la compétition; à la veille de la guerre"
"臨摹",41493,0,"lin2 mo2",copier
"臨時",22695,0,"lin2 shi2","provisoire; temporaire"
"臨時工",47304,0,"lin2 shi2 gong1","journalier; travail temporaire"
"臨時政府",59521,0,"lin2 shi2 zheng4 fu3","gouvernement intérimaire; gouvernement provisoire"
"臨月兒",50412,0,"lin2 yue4 r","le mois qui précède l'accouchement; le mois où doit avoir lieu l'accouchement; à terme (en parlant d'une grossesse)"
"臨檢",35079,0,"lin2 jian3","examen clinique"
"臨死",29246,0,"lin2 si3","face à la mort; mourant"
"臨水",29247,0,"lin2 shui3","face à l'eau (emplacement privilégié)"
"臨江",35080,0,"Lin2 jiang1","Linjiang (Baishan)"
"臨沂",41494,0,"Lin2 yi2",Linyi
"臨河",39059,0,"Lin2 he2","District de Linhe"
"臨海",29248,0,"lin2 hai3",Linhai
"臨產",35081,0,"lin2 chan3","sur le point d'accoucher (se réfère à l'apparition de contractions régulières)"
"臨界",29249,0,"lin2 jie4","critique; frontière"
"臨界點",50413,0,"lin2 jie4 dian3","point critique (thermodynamique)"
"臨盆",41495,0,"lin2 pen2",Accouchement
"臨終",35082,0,"lin2 zhong1","au moment de mourir; à l'agonie"
"臨行",29250,0,"lin2 xing2","en partance; sur le point de départ"
"臨走",29251,0,"lin2 zou3","avant de partir; sur le départ"
"臨近",29252,0,"lin2 jin4","être proche de; être près de"
"臨陣",35083,0,"lin2 zhen4","juste avant la bataille; approcher la ligne de front"
"臨頭",29253,0,"lin2 tou2","advenir; être imminent"
"自",79,0,zi4,"depuis; à partir de; soi-même; naturellement"
"自上而下",55621,0,"zi4 shang4 er2 xia4","descendant (adj.); de haut en bas"
"自下而上",55622,0,"zi4 xia4 er2 shang4","ascendant; de bas en haut"
"自不量力",56155,0,"zi4 bu4 liang4 li4","(expr. idiom.) surestimer ses capacités"
"自主",11666,0,"zi4 zhu3","indépendant"
"自主學習",56782,0,"zi4 zhu3 xue2 xi2",autodidacte
"自以為是",55623,0,"zi4 yi3 wei2 shi4","(expr. idiom.) se croire infaillible; être opiniâtre"
"自作",11667,0,"zi4 zuo4","se croire très intelligent; s'ériger en sage"
"自來",9097,0,"zi4 lai2","eau courante"
"自來水",45069,0,"zi4 lai2 shui3","eau du robinet"
"自信",9098,0,"zi4 xin4","avoir confiance en soi"
"自信心",44608,0,"zi4 xin4 xin1","confiance en soi; confiance en sois-même"
"自修",11668,0,"zi4 xiu1","étudier par soimême"
"自個兒",45070,0,"zi4 ge3 r","soi-même; par soi-même"
"自傲",22696,0,"zi4 ao4","arrogance; fier de qch"
"自傳",11669,0,"zi4 zhuan4",Autobiographie
"自决权",54909,0,"zi4 jue2 quan2","droit à l'autodétermination"
"自刎",42866,0,"zi4 wen3","se suicider en se coupant la gorge"
"自制力",45956,0,"zi4 zhi4 li4","maîtrise de soi; self-control; sang-froid"
"自創",16510,0,"zi4 chuang4","créer; trouver (une idée, etc.)"
"自力更生",56156,0,"zi4 li4 geng1 sheng1","(expr. idiom.) compter sur ses propres forces; voler de ses propres ailes; opérer une renaissance par ses propres moyens"
"自动增益控制",63610,0,"zi4 dong4 zeng1 yi4 kong4 zhi4","commande automatique de gain"
"自助",16511,0,"zi4 zhu4",libre-service
"自助遊",48817,0,"zi4 zhu4 you2","voyage individuel"
"自助餐",48818,0,"zi4 zhu4 can1","buffet; repas en libre service"
"自助餐廳",60339,0,"zi4 zhu4 can1 ting1","café libre-service; cafétéria"
"自動",11670,0,"zi4 dong4","automatique; automatiquement; volontairement"
"自動化",45957,0,"zi4 dong4 hua4",automatisation
"自動升級",57662,0,"zi4 dong4 sheng1 ji2","passage automatique en classe supérieure"
"自動完成",56157,0,"zi4 dong4 wan2 cheng2","saisie semi-automatique"
"自動對焦",57663,0,"zi4 dong4 dui4 jiao1",Autofocus
"自動扶梯",61005,0,"zi4 dong4 fu2 ti1","escalier mécanique"
"自動控制",57664,0,"zi4 dong4 kong4 zhi4","Contrôle automatique; réglage automatique; commande automatique"
"自動撥號",58601,0,"zi4 dong4 bo1 hao4","numérotation automatique"
"自動擋",48819,0,"zi4 dong4 dang3","changement de vitesse automatique; transmission automatique"
"自動機",45071,0,"zi4 dong4 ji1","Théorie des automates"
"自動檔",45958,0,"zi4 dong4 dang4","transmission automatique"
"自動步槍",59522,0,"zi4 dong4 bu4 qiang1","fusil automatique"
"自動自發",55780,0,"zi4 dong4 zi4 fa1","(agir) de sa propre initiative"
"自動變速器",62886,0,"zi4 dong4 bian4 su4 qi4","Cotal; Boîte Wilson"
"自動變速箱",63039,0,"zi4 dong4 bian4 su4 xiang1","Boîte de vitesses"
"自動鉛筆",60340,0,"zi4 dong4 qian1 bi3",Portemine
"自卑",29254,0,"zi4 bei1","avoir un complexe d'infériorité"
"自卑感",50414,0,"zi4 bei1 gan3","complexe d'infériorité"
"自卸車",50415,0,"zi4 xie4 che1",tombereau
"自取",11671,0,"zi4 qu3","chercher les ennuis"
"自取滅亡",60341,0,"zi4 qu3 mie4 wang2","courir à sa propre perte; aller au devant de sa destruction"
"自古",16512,0,"zi4 gu3","dès les temps les plus anciens; de temps immémorial; depuis l'antiquité"
"自古以來",56158,0,"zi4 gu3 yi3 lai2","dès les temps les plus anciens : de temps immémorial; depuis l'antiquité"
"自吹自擂",60342,0,"zi4 chui1 zi4 lei2","se vanter de; faire le fanfaron; se prévaloir"
"自告奮勇",60343,0,"zi4 gao4 fen4 yong3","bénévole pour"
"自問",9099,0,"zi4 wen4","se demander; parvenir à une conclusion après avoir évalué une question"
"自嘲",29255,0,"zi4 chao2","rire de soi-même"
"自在",9100,0,"zi4 zai5","à l'aise; naturel"
"自大",9101,0,"zi4 da4","présomptueux; prétentieux; suffisant; arrogant"
"自大狂",45959,0,"zi4 dai4 kuang2","mégalomanie"
"自天而降",56783,0,"zi4 tian1 er2 jiang4","tombé du ciel; venu de nulle part"
"自奉儉約",61534,0,"zi4 feng4 jian3 yue1","(expr. idiom.) Vivre frugalement; vivre en se contentant de peu"
"自如",9102,0,"zi4 ru2","avec facilité; avec aisance"
"自始至終",57665,0,"zi4 shi3 zhi4 zhong1","du début à la fin; tout au long de"
"自娛",29256,0,"zi4 yu2","se distraire; se divertir"
"自學",9103,0,"zi4 xue2",autodidacte
"自學者",45072,0,"zi4 xue2 zhe3",autodidacte
"自定義",45073,0,"zi4 ding4 yi4","personnalisé"
"自宮",22697,0,"zi4 gong1","se castrer"
"自家",9104,0,"zi4 jia1","soi-même; propre; personnel"
"自封",16513,0,"zi4 feng1","se prétendre; se borner; se confiner"
